00:23 [AEU | 1: Alliance Communication] Eli Grey transmits, "How's it going?"
05:19 [AEU | 1: Alliance Communication] Shule Elemmire, Phoenix Dissident transmits, "Fly safe."

05:20 Lily Kaise, Phoenix Dissident speaks into her neon purple metachannel FTL communicator:

05:20 [AEU | 1: Alliance Communication] Lily Kaise, Phoenix Dissident transmits, "I will call for bari smashers later today."

05:20 You grin at Lily Kaise, Phoenix Dissident.

05:20 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Mmm. A bari roasting."

05:20 Lily Kaise, Phoenix Dissident grins at a gold-toned engineering tool case.

05:20 Lily Kaise, Phoenix Dissident says, "Uh huh."

05:20 Lily Kaise, Phoenix Dissident grins at you.

05:20 Lily Kaise, Phoenix Dissident kisses you.

05:20 You kiss Lily Kaise, Phoenix Dissident.

05:20 Lily Kaise, Phoenix Dissident tunes a neon purple metachannel FTL communicator.

05:21 Lily says to you, "Nite Love, rest well and sweet dreams. I love you!"

05:24 You say to Lily, "Night my love. Rest well and sweet dreams. I love you too."

05:25 Lily Kaise, Phoenix Dissident beams at you.

05:25 Lily Kaise, Phoenix Dissident kisses you on the lips.

05:25 Lily says to you, "Nite."

05:26 Lily Kaise, Phoenix Dissident glances around at her surroundings.

05:28 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Sounds like a date out gathering local artifacts."

05:29 You kiss Lily Kaise, Phoenix Dissident on the lips.

05:29 You beam at Lily Kaise, Phoenix Dissident.

05:29 You wrap your arms around Lily Kaise, Phoenix Dissident, pulling her close.

05:29 You say to Lily, "Night~E2~89~A5."

05:30 You say to Lily, "Night."

05:30 Lily Kaise, Phoenix Dissident smiles at you. "Nite Love."

05:30 Lily Kaise, Phoenix Dissident wraps her arms around you, pulling you close.

05:32 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "I spent... 3... some hours, in a cargo hauler, with no autovector and an engine that rather very slow. Found 1 local atifact... and explore rougghly 60 sectorrs."

05:32 You wrap your arms around Lily Kaise, Phoenix Dissident, pulling her close.

05:33 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Nuts? No... dedicated.."

06:07 A Tardick lizard named Asteria trundles slowly into the area.

06:09 A Tardick lizard named Asteria flicks its tail.

06:19 Prissy the old big violet long-haired felo wanders in from the north.

06:20 A Tardick lizard named Asteria flicks its tongue out.

06:22 A Tardick lizard named Asteria trundles slowly out.

06:23 Prissy the old big violet long-haired felo rears up and plants both pairs of forelegs on your leg, then rubs its head against you, purring softly.

06:27 [Notification from Space Explorers Amidst The Stars] A load of salvage has been received at League Salvage Processing Nuclear Toll Station from the two-person medium transport "Edmund Fitzgerald". The organization has earned 1,678,098.42 credits.

06:27 Prissy the old big violet long-haired felo wanders out.

06:54 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "A pun, for a catbot?"

06:55 [Notification from Space Explorers Amidst The Stars] A load of salvage has been received at League Salvage Processing Nuclear Toll Station from the two-person medium transport "Edmund Fitzgerald". The organization has earned 2,645,780.27 credits.

09:54 A hairy yellow eight-legged ArachnoPal named Higgins skitters into the area.

09:54 A hairy yellow eight-legged ArachnoPal named Higgins works his fangs.

10:05 A hairy yellow eight-legged ArachnoPal named Higgins taps his claws on the floor.

10:05 [AEU | 10: Conquest Status] An AEU pilot corps liaison transmits, "I see some activity underway, but no performance goals reached yet! Let's keep going!"

10:08 A Tardick lizard named Asteria trundles slowly into the area.

10:10 A Tardick lizard named Asteria's spine ridges flicker blue for a brief moment.

10:11 A hairy yellow eight-legged ArachnoPal named Higgins skitters out.

10:21 A Tardick lizard named Asteria flicks its tail.

10:25 A Tardick lizard named Asteria trundles slowly out.

10:37 Cheri-Pye the large light violet felo hums melodically to itself as it wanders in from the north.

10:41 Cheri-Pye the large light violet felo hums melodically to itself as it wanders out.

11:06 [AEU | 10: Conquest Status] An AEU pilot corps liaison transmits, "Looks like we've got some things going, but we haven't met any performance goals yet!"

12:09 [AEU | 10: Conquest Status] An AEU pilot corps liaison transmits, "Looks like we've got some things going, but we haven't met any performance goals yet!"

12:14 A hairy yellow eight-legged ArachnoPal named Higgins skitters into the area.

12:21 A hairy yellow eight-legged ArachnoPal named Higgins spins webbing, gathering it into a ball with his back feet, then eats it.

12:29 [Newbie Help] Julius Juliussen transmits, "Is there a soundpack for star conquest?"

12:29 [Newbie Help] Morris Corlew transmits, "Yes. Http://randomcorner.me."

12:30 [Newbie Help] Julius Juliussen transmits, "Will check it out, thanks."

12:30 [Newbie Help] Morris Corlew transmits, "No problem."

12:31 A hairy yellow eight-legged ArachnoPal named Higgins spins webbing, gathering it into a ball with his back feet, then eats it.

12:39 A hairy yellow eight-legged ArachnoPal named Higgins skitters out.

12:45 Lily Kaise, Phoenix Dissident wraps her arms around you, pulling you close.

12:45 Lily Kaise, Phoenix Dissident kisses you.

12:45 Lily Kaise, Phoenix Dissident stands up from a white four poster rattan bed with a heart-shaped headboard and filmy deep purple hangings with a soft periwinkle cashmere blanket, a set of lavender silk sheets, a large periwinkle bed pillow, a hand-made purple and amethyst flower quilt, and a large periwinkle bed pillow on it.

12:45 Lily Kaise, Phoenix Dissident glides out.

12:59 [Newbie Help] Julius Juliussen transmits, "Testing, sorry."

13:09 [AEU | 10: Conquest Status] An AEU pilot corps liaison transmits, "Looks like we've got some things going, but we haven't met any performance goals yet!"

13:23 [Newbie Help] Julius Juliussen transmits, "Are there any accessability options?"

13:24 [Newbie Help] Morris Corlew transmits, "There's things you can do like using the rundown instead of the starmap and things, but there is also a way to turn of asci characters in your options."

13:24 [Newbie Help] Hakeem Oiadip transmits, "I think if you type options there are some things."

13:24 [Newbie Help] Ali Candan transmits, "You can type screenreader to have several options set for you."

13:24 [Newbie Help] Morris Corlew transmits, "That I did not know, and Ali, how in the world did you just put rainbow colors in the newbie channel?"

13:24 [Newbie Help] Julius Juliussen transmits, "Thanks."

13:25 [Newbie Help] Hakeem Oiadip transmits, "Testing screenreader."

13:25 [Newbie Help] Morris Corlew transmits, "Yeah, same."

13:25 [Newbie Help] Ali Candan transmits, "Probably a filter."

13:25 [Newbie Help] Julius Juliussen transmits, "Are there any special map functions?"

13:25 [Newbie Help] Morris Corlew transmits, "Ah, could be. And this one was different colors than the first."

13:26 [Newbie Help] Morris Corlew transmits, "Use the rundown instead of the starmap. RD instead of SM."

13:26 [Newbie Help] Hakeem Oiadip transmits, "Textmap and peer to."

13:26 [Newbie Help] Morris Corlew transmits, "Or for in a station or something you can type FIND and a name of a place."

13:26 [Newbie Help] Morris Corlew transmits, "FIND MAIL for instance."

13:26 [Newbie Help] Julius Juliussen transmits, "Just arrived, will do my best. Muds nothing new though."

13:27 [Newbie Help] Morris Corlew transmits, "Peer [direction] without the brackets works, peer north, peer south, or just peer will give you a list."

13:27 [Newbie Help] Julius Juliussen transmits, "Thanks, trying to find myself a ship, if posible."

13:27 [Newbie Help] Morris Corlew transmits, "Talk to the cadet orientation officer."

13:28 [Newbie Help] Morris Corlew transmits, "That particular NPC can actually take you to the ship store and another NPC can take you back to him."

13:28 [Newbie Help] Julius Juliussen transmits, "Cool, will try to find my way back."

13:29 [Newbie Help] Morris Corlew transmits, "The office is going to be off the landing pad, so you can type FIND PAD and then follow the directions."

13:29 [Newbie Help] Morris Corlew transmits, "SC uses GO exits, so sometimes you'll need to read the room descriptions to know where to GO."

13:29 [Newbie Help] Julius Juliussen transmits, "Thanks, found the lp."

13:59 [AEU | 1: Alliance Communication] Cadet Katie Celayla transmits, "That's.... disappointing."

13:59 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "What is?"

14:00 [AEU | 1: Alliance Communication] Cadet Katie Celayla transmits, "The conquest results."

14:00 [AEU | 1: Alliance Communication] Cadet Katie Celayla transmits, "Congratulations on being a top performer, by the way."

14:01 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Didn't take much that time, to be honest."

14:01 [AEU | 1: Alliance Communication] Cadet Katie Celayla transmits, "What does one have to do?"

14:01 [AEU | 1: Alliance Communication] Jade Burkley transmits, "Good morning."

14:01 [AEU | 1: Alliance Communication] Cadet Katie Celayla transmits, "Mornin'"

14:01 There appear to be 8 pilots recently active.

14:01 The communicator network detects:
Jade Burkley  (A) [c]
Cadet Katie Celayla  (A) [c]
Julius Juliussen  (A) [c]
Johnathon Triggs  (A) [c]
Morris Corlew  (L)
Melinda Michaels  (L)
Ali Candan  (L)
Hakeem Oiadip  (F)
Additionally, there are 12 pilots who appear to have their communicators on but have not recently been active.
Final total: 20 pilots.
Want to know if anyone's relaxing in a public venue? Check WHERE!

14:01 [AEU | 1: Alliance Communication] Julius Juliussen transmits, "Good morning."

14:02 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Beacon, 4 nests, 8 low deployments. Salvage as much as possible.. do all you SVP missions adaily.. that might get us to the next tier."

14:02 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Do 8 beacon, 4 nests, 8 low deployments. Salvage as much as possible.. do all you SVP missions adaily.. that might get us to the next tier."

14:02 [AEU | 1: Alliance Communication] Cadet Katie Celayla transmits, "Oh, low deployments help? Like the ones on earth?"

14:03 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Yeah, like the ones on New Earth. Every things helps."

14:03 [AEU | 1: Alliance Communication] Cadet Katie Celayla transmits, "Wonderful!"

14:03 [AEU | 1: Alliance Communication] Jade Burkley transmits, "I'm working to a battlesuit. I've never done ground combat missions but I'll be glad to join in and help where I can."

14:04 [AEU | 1: Alliance Communication] Cadet Katie Celayla transmits, "I actually got wrecked yesterday, pushed the suit slightly too far."

14:04 [Newbie Help] Julius Juliussen transmits, "How do you use the teller machines?"

14:05 [Newbie Help] Morris Corlew transmits, "USE ATM."

14:05 [Newbie Help] Cadet Katie Celayla transmits, "Use machine.."

14:05 [Newbie Help] Julius Juliussen transmits, "And I have been playing miriani, how could I ask,. Thanks."

14:05 [Newbie Help] Morris Corlew transmits, "If you need to know what commands are on an object, type commands and the object name."

14:05 [Newbie Help] Morris Corlew transmits, "So commands ATM or commands book."

14:05 [Newbie Help] Morris Corlew transmits, "Also works in rooms."

14:06 [Newbie Help] Julius Juliussen transmits, "I know, friend, but I tried commands teller."

14:06 [Newbie Help] Morris Corlew transmits, "That should have worked."

14:07 [Newbie Help] Cadet Katie Celayla transmits, "I don't think they respond to the alias teller. I've had a few issues with that. Hense I use machine."

14:07 [Newbie Help] Morris Corlew transmits, "Ah. That I didn't know. I always use ATM. So much easier."

14:07 [Newbie Help] Johnathon Triggs transmits, "Commands atm should work."

14:07 [Newbie Help] Julius Juliussen transmits, "Doesn't matter, I should have known it was atm."

14:07 [Newbie Help] Morris Corlew transmits, "Don't kick yourself for anything you don't know. SC is not Miriani."

14:08 [Newbie Help] Julius Juliussen transmits, "Hopefully not."

14:08 [Newbie Help] Morris Corlew transmits, "Believe me...it's not."

14:09 [AEU | 10: Conquest Status] An AEU pilot corps liaison transmits, "Come on, we can reach our performance goals if we try!"

14:12 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Oh, by the way, it's never a good idea to see how far a suit can be pushed. Always best to keep up repairs on it, when possible. Unless you run into trouble and a drone is getting lucky pot shots on you..."

14:13 [AEU | 1: Alliance Communication] Cadet Katie Celayla transmits, "Mhm. This outsider enforcer kept interupting my minor repair."

14:13 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "They will do that. It's why it's best to repair after you destroy it."

14:14 [AEU | 1: Alliance Communication] Cadet Katie Celayla transmits, "Mhm."

14:14 [AEU | 1: Alliance Communication] Cadet Katie Celayla transmits, "Can't wait to get regen, or something better than minor repair."
